"","Date","European Union_Allowance Price_Domestic Currency (EUR)","California_Allowance Price_Domestic Currency (USD)","Québec_Allowance Price_Domestic Currency (CAD)","Ontario_Allowance Price_Domestic Currency (CAD)","New Zealand_Allowance Price_Domestic Currency (NZD)","Kazakhstan_Allowance Price_Domestic Currency (KZT)","South Korea_Allowance Price_Domestic Currency (KRW)","Switzerland_Allowance Price_Domestic Currency (CHF)","RGGI_Allowance Price_Domestic Currency (USD)","Nova Scotia_Allowance Price_Domestic Currency ( )","United Kingdom_Allowance Price_Domestic Currency ( )","China_Allowance Price_Domestic Currency ( )","Germany_Allowance Price_Domestic Currency ( )","Washigton_Allowance Price_Domestic Currency ( )","New ETS 6_Allowance Price_Domestic Currency ( )","New ETS 7_Allowance Price_Domestic Currency ( )","New ETS 8_Allowance Price_Domestic Currency ( )","New ETS 10_Allowance Price_Domestic Currency ( )","Shenzhen_Allowance Price_Domestic Currency (CNY)","Shanghai_Allowance Price_Domestic Currency (CNY)","Beijing_Allowance Price_Domestic Currency (CNY)","Guangdong_Allowance Price_Domestic Currency (CNY)","Tianjin_Allowance Price_Domestic Currency (CNY)","Hubei_Allowance Price_Domestic Currency (CNY)","Chongqing_Allowance Price_Domestic Currency (CNY)","Fujian_Allowance Price_Domestic Currency (CNY)"
"5798",2020-11-12,25.92,NA,NA,NA,35.22,NA,22200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.24444444,33.6,93.91783708,27.84396323,25.29998904,28.42174877,15.84,NA
"5799",2020-11-13,26.29,NA,NA,NA,35.3,NA,22200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.67181818,30.3,90.09173918,27.78984731,25.4,28.71626692,16,NA
"5800",2020-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.80901436,NA,NA,NA,NA
"5801",2020-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.38600343,NA,NA,NA,NA
"5802",2020-11-16,27.38,NA,NA,NA,35.4,NA,22150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.09083479,28.6,82.5,27.92,25.23998492,29.14572269,NA,NA
"5803",2020-11-17,26.64,16.93,22.15,NA,35.5,NA,22200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19204461,NA,NA,28.01594598,25.31000644,27.62878979,NA,NA
"5804",2020-11-18,27.19,NA,NA,NA,35.8,NA,22250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.63825112,29.5,NA,28.17579839,25.26003086,27.96444758,15,NA
"5805",2020-11-19,26.35,NA,NA,NA,35.8,NA,22300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.29666667,32.45,NA,27.89,25.1,28.05221169,16.5,NA
"5806",2020-11-20,26.74,NA,NA,NA,35.8,NA,22350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.42857143,35.7,66,27.98,25.2,27.93322574,18.13,NA
"5807",2020-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.96645767,NA,NA,NA,NA
"5808",2020-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.743375,NA,NA,NA,NA
"5809",2020-11-23,27.25,NA,NA,NA,NA,NA,22350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.48375,39.27,74,28.09,25,27.43640712,19.84,16.69
"5810",2020-11-24,27.63,NA,NA,NA,35.8,NA,22400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.53675,39.73,NA,28.22,25.1,26.9557306,18,15.02
"5811",2020-11-25,27.62,NA,NA,NA,35.75,NA,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.17111111,41.5,NA,28.15,25.3,27.57081811,17.90400294,13.52
"5812",2020-11-26,28.1,NA,NA,NA,35.8,NA,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.04333333,41.47,88.8,28.11,25.4,27.92032016,19.5,NA
"5813",2020-11-27,28.13,NA,NA,NA,35.8,NA,22600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.518125,NA,NA,28.17,25,28.1740612,19.5,NA
"5814",2020-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.08,NA,NA,NA,NA
"5815",2020-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,NA,NA,NA,NA
"5816",2020-11-30,29.13,NA,NA,NA,35.8,NA,22700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.03785714,41.45,NA,27.47,NA,27.68511919,17.55,NA
"5817",2020-12-01,28.85,NA,NA,NA,35.8,NA,22700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.90533333,NA,71,27.71188152,NA,27.49467986,17.55,12.17
"5818",2020-12-02,29.54,NA,NA,NA,35.8,NA,22700,NA,8.168127174,24.7,NA,NA,NA,NA,NA,NA,NA,NA,33.36666667,41.5,71.8,28,NA,28.25169212,15.99,NA
"5819",2020-12-03,28.99,NA,NA,NA,36.25,NA,22700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.35083333,NA,71.1,27.85,NA,27.68996999,NA,NA
"5820",2020-12-04,30.11,NA,NA,NA,36.6,NA,22900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.855,41.49,69.74832043,28.19158119,NA,27.6563848,14.99,NA
"5821",2020-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5822",2020-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5823",2020-12-07,29.62,NA,NA,NA,37.2,NA,22900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4075,NA,62.57618263,28.08533857,NA,28.60805327,16.47,NA
"5824",2020-12-08,29.57,NA,NA,NA,37.5,NA,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.92,41.49,75,28.1205754,NA,27.74924847,16.74894275,NA
"5825",2020-12-09,29.7,NA,NA,NA,38,NA,23400,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.78666667,41.5,90,28.35584566,NA,27.91714128,15.09,10.95
"5826",2020-12-10,30.9,NA,NA,NA,38.05,NA,23400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.56833333,NA,NA,28.38,NA,27.4131428,16.6,9.86
"5827",2020-12-11,30.52,NA,NA,NA,38,NA,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.29,NA,NA,28.44,NA,27.71610348,NA,NA
"5828",2020-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5829",2020-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5830",2020-12-14,30.81,NA,NA,NA,37.8,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.665,NA,91.00826446,27.11496493,NA,27.38819736,18.21,9.86
"5831",2020-12-15,32.01,NA,NA,NA,37.6,NA,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.95696338,NA,87.44901428,26.62796368,NA,27.77264016,20,8.87
"5832",2020-12-16,31.61,NA,NA,NA,37.6,NA,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.72,NA,72.8,28.44,NA,27.74954129,21.5,NA
"5833",2020-12-17,31.8,NA,NA,NA,37.6,NA,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,75.68106966,26.76287675,NA,26.1704246,23.64,NA
"5834",2020-12-18,30.94,NA,NA,NA,37.65,NA,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,64.7,28.33987945,NA,27.19110541,NA,NA
"5835",2020-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5836",2020-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5837",2020-12-21,30.76,NA,NA,NA,37.65,NA,27450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.79508549,75,28.1780868,NA,27.70695024,26,9.76
"5838",2020-12-22,31.01,NA,NA,NA,37.62,NA,28000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.61,NA,85,28.23946959,22.5,26.58595646,23.4,10.74
"5839",2020-12-23,31.77,NA,NA,NA,37.6,NA,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,35.82,84,28.14089599,20.25,26.65711648,21.08957418,11.81
"5840",2020-12-24,NA,NA,NA,NA,37.55,NA,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.06333333,NA,NA,28.39,22.27,27.06947415,21.7008547,12.99
"5841",2020-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,28.85,24,28.29148107,22,NA
"5842",2020-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5843",2020-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5844",2020-12-28,33.28,NA,NA,NA,NA,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.231428571,39,NA,27.58095238,NA,27.67423139,21.83659706,14.29
"5845",2020-12-29,32.86,NA,NA,NA,37.55,NA,24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.01666667,NA,75,28.17072599,NA,27.93398998,22.09,15.72
"5846",2020-12-30,32.04,NA,NA,NA,37.55,NA,23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13,NA,80,28.37179352,NA,28.01305564,23.12,17.29
"5847",2020-12-31,32.04,NA,NA,NA,37.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.02,NA,74.6,28.41,NA,27.30253289,23.8,19.02
"5848",2021-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5849",2021-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5850",2021-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5851",2021-01-04,33.54,NA,NA,NA,NA,NA,23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.20333333,NA,NA,27.88896412,NA,28.364,NA,17.12
"5852",2021-01-05,32.82,NA,NA,NA,37.67,NA,23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7425,41.5,NA,28.3072168,NA,28.35,25.07,15.41
"5853",2021-01-06,33.5,NA,NA,NA,37.67,NA,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6925,38,NA,28.31223118,NA,28.34,NA,13.87
"5854",2021-01-07,34.64,NA,NA,NA,37.67,NA,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9425,NA,NA,29.04,NA,28.31856208,NA,12.48
"5855",2021-01-08,34.79,NA,NA,NA,37.67,NA,19800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.22280082,41.5,NA,29.47,NA,27.81104087,NA,11.23
"5856",2021-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5857",2021-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5858",2021-01-11,34.42,NA,NA,NA,37.67,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.96875,NA,NA,30.46809419,NA,27.70757422,NA,10.11
"5859",2021-01-12,34.54,NA,NA,NA,37.95,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.709166667,41.5,59.7,28.90604488,NA,27.98,NA,9.1
"5860",2021-01-13,33.55,NA,NA,NA,38.2,NA,17100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.30833333,41.5,47.8,29.52647353,NA,27.76897441,27.23,8.19
"5861",2021-01-14,33.42,NA,NA,NA,38.4,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.30700176,41.5,NA,29.31656184,NA,27.99,25,NA
"5862",2021-01-15,31.64,NA,NA,NA,38.45,NA,16600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.010952381,41.5,38.44327869,29.91087548,NA,28.46029674,NA,NA
"5863",2021-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5864",2021-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5865",2021-01-18,31.53,NA,NA,NA,38.2,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47,41.45,40.92901757,29.82932015,NA,28.84,NA,NA
"5866",2021-01-19,33,NA,NA,NA,38.4,NA,18100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,41.45,42.8054706,30.6825482,NA,27.88131579,NA,NA
"5867",2021-01-20,32.82,NA,NA,NA,38.4,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,31.65396568,NA,27.02878049,NA,NA
"5868",2021-01-21,34.02,NA,NA,NA,38.32,NA,20900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.97,41.5,NA,30.26051449,NA,27.08155451,NA,NA
"5869",2021-01-22,34.15,NA,NA,NA,38.4,NA,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.32346108,41.5,36,31.45393973,25.12,27.53337748,25,NA
"5870",2021-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5871",2021-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5872",2021-01-25,33.08,NA,NA,NA,NA,NA,21800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1525,NA,45.03645824,30.75544444,25.37999154,28.48,NA,NA
"5873",2021-01-26,33.27,NA,NA,NA,38.4,NA,20800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.41,41.45,48.75,30.912084,25.2,28.86,NA,NA
"5874",2021-01-27,33.2,NA,NA,NA,38.5,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6975,NA,NA,30.97126486,26,31.66,NA,NA
"5875",2021-01-28,33.89,NA,NA,NA,38.5,NA,20100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,NA,31.34544422,27,28.56833333,NA,NA
"5876",2021-01-29,32.89,NA,NA,NA,38.6,NA,19400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.725,39.73,NA,31.30974114,27.2,26.56056689,26.55,NA
"5877",2021-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5878",2021-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5879",2021-02-01,32.81,NA,NA,NA,NA,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.86,NA,46.4,31.02122024,27.4,30.99,NA,NA
"5880",2021-02-02,34.93,NA,NA,NA,39.6,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.356,NA,38.5,31.11486096,27.38000829,29.72925842,26.8,NA
"5881",2021-02-03,37.38,NA,NA,NA,39.5,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,46.2,30.96983192,27.4,27.24210339,NA,NA
"5882",2021-02-04,37.21,NA,NA,NA,39.5,NA,19100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,NA,30.55374906,27.45,26.95856436,NA,NA
"5883",2021-02-05,38.15,NA,NA,NA,39.4,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.41,37.5,30.85,28,28.56652174,NA,NA
"5884",2021-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5885",2021-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5886",2021-02-08,38.56,NA,NA,NA,NA,NA,19100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,30,30.93,28,28.99,NA,NA
"5887",2021-02-09,38.21,NA,NA,NA,39.1,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0270318,28,26.8860263,24.12,NA
"5888",2021-02-10,39.29,NA,NA,NA,39.1,NA,19100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2792277,27.88,29.35,22,NA
"5889",2021-02-11,38.71,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5890",2021-02-12,39.97,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5891",2021-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5892",2021-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5893",2021-02-15,39.47,NA,NA,NA,39.2,NA,19100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5894",2021-02-16,38.82,NA,NA,NA,39.2,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5895",2021-02-17,38.06,17.8,22.58,NA,39.2,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5896",2021-02-18,38.28,NA,NA,NA,39.2,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,NA,31.01096849,NA,32.28,NA,NA
"5897",2021-02-19,37.37,NA,NA,NA,39.2,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.57142857,NA,34.42666667,NA,NA
"5898",2021-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5899",2021-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5900",2021-02-22,37.92,NA,NA,NA,39.3,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,32.17,28,33.21483827,NA,NA
"5901",2021-02-23,38.61,NA,NA,NA,39.2,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,NA,30,29.99692308,26,32.14721266,NA,NA
"5902",2021-02-24,39.09,NA,NA,NA,39.2,NA,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.46,41.45,NA,31.81926116,23.5,32.94504854,NA,NA
"5903",2021-02-25,38.2,NA,NA,NA,39,NA,18950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35902439,41.35,NA,30.47775581,24,32.99214286,NA,NA
"5904",2021-02-26,37.22,NA,NA,NA,39.02,NA,18950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.17,41.35,NA,31.50997107,22,29.97919272,NA,NA
"5905",2021-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5906",2021-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5907",2021-03-01,37.07,NA,NA,NA,39.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.47,NA,NA,31.00643087,22,27.93340708,NA,NA
"5908",2021-03-02,38.29,NA,NA,NA,38.92,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.32,NA,25,31.6,21,32.84238095,24.2,NA
"5909",2021-03-03,37.41,NA,NA,NA,39,NA,18400,NA,8.377566332,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.39,NA,30,31.81358881,21,29.72303106,23.18666667,NA
"5910",2021-03-04,38.1,NA,NA,NA,38.8,NA,18400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.055294118,42,NA,32.78828571,21.8,32.67810881,22.5,NA
"5911",2021-03-05,38.95,NA,NA,NA,38.9,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.76060231,21.5,29.56471852,20.40780142,NA
"5912",2021-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5913",2021-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5914",2021-03-08,39.07,NA,NA,NA,38.97,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.45,NA,34.36277972,22,31.43857143,21.77257228,NA
"5915",2021-03-09,40.57,NA,NA,NA,38.9,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.730251873,NA,NA,35.40093337,22.45275378,29.10985075,23.95,NA
"5916",2021-03-10,41.47,NA,NA,NA,38.9,NA,18900,39.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.870954545,NA,NA,35.47,22,31.05429719,25.96449499,NA
"5917",2021-03-11,41.85,NA,NA,NA,38.75,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.968333333,NA,NA,35.41077814,NA,33.42727273,23.36,NA
"5918",2021-03-12,42.77,NA,NA,NA,38.7,NA,18500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79367514,NA,NA,35.15519614,23,34.32735915,25.6,NA
"5919",2021-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5920",2021-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5921",2021-03-15,42.3,NA,NA,NA,38.7,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.461217289,41.4,NA,35.04738954,22.5,32.12266323,NA,NA
"5922",2021-03-16,41.47,NA,NA,NA,38.7,NA,17800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.939717069,NA,NA,35.28153846,NA,30.86360187,27.8,NA
"5923",2021-03-17,42.85,NA,NA,NA,37.25,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.982667925,NA,25.71428571,34.7757497,24,31.79962617,25.02,NA
"5924",2021-03-18,42.28,NA,NA,NA,37.25,NA,18400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.998256279,NA,30,35.00999536,NA,28.13321234,27.45,NA
"5925",2021-03-19,41.85,NA,NA,NA,37.2,NA,18300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.904,NA,36,35.53,23,30.34622951,NA,NA
"5926",2021-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5927",2021-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5928",2021-03-22,42.72,NA,NA,NA,37.07,NA,18500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,41.5,NA,35.746086,25,30.34861373,25,NA
"5929",2021-03-23,41.32,NA,NA,NA,36.95,NA,18700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.26,41.5,NA,36.38695813,24,35.08,24.81372549,NA
"5930",2021-03-24,41.49,NA,NA,NA,37,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.024127907,41.5,NA,36.47993944,24.5,34.53894614,23.9416293,NA
"5931",2021-03-25,40.25,NA,NA,NA,37,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4958753,41.5,NA,36.29803333,NA,29.41056245,22.89534275,NA
"5932",2021-03-26,41.63,NA,NA,NA,37,NA,18950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.600940171,NA,NA,26.06860232,24.2,30.24157895,25.1,NA
"5933",2021-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5934",2021-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5935",2021-03-29,41.75,NA,NA,NA,37,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.824716981,NA,NA,36.73,24,29.91768995,23,NA
