"","Date","European Union_Allowance Price_Domestic Currency (EUR)","California_Allowance Price_Domestic Currency (USD)","New Zealand_Allowance Price_Domestic Currency (NZD)","Hubei_Allowance Price_Domestic Currency (CNY)"
"5327",2019-07-30,27.84,NA,23.6,38.58407296
"5328",2019-07-31,27.93,NA,23.85,40.43615385
"5329",2019-08-01,29.41,NA,23.72,38.75874952
"5330",2019-08-02,29.21,NA,23.9,38.65558979
"5333",2019-08-05,28.65,NA,23.7,38.13440556
"5334",2019-08-06,28.36,NA,23.65,37.86
"5335",2019-08-07,28.24,NA,23.7,37.63345218
"5336",2019-08-08,28.49,NA,23.9,38.29323807
"5337",2019-08-09,28.1,NA,24.15,37.8202343
"5340",2019-08-12,26.68,NA,24.35,36.63301413
"5341",2019-08-13,27.09,NA,24.35,35.63425316
"5342",2019-08-14,26.87,NA,24.35,32.65750829
"5343",2019-08-15,25.97,NA,24.3,33.0204965
"5344",2019-08-16,25.94,NA,24.3,32.94742424
"5347",2019-08-19,26.55,17.16,24.35,33.32341852
"5348",2019-08-20,26.25,NA,24.3,33.50182428
"5349",2019-08-21,26.02,NA,24.25,33.09973914
"5350",2019-08-22,25.65,NA,24.35,34.49767829
"5351",2019-08-23,25.06,NA,24.6,35.16337963
"5354",2019-08-26,25.81,NA,24.6,35.89008577
"5355",2019-08-27,25.4,NA,24.65,34.97736518
"5356",2019-08-28,26,NA,24.62,35.07862563
"5357",2019-08-29,26.45,NA,24.75,34.66528969
"5358",2019-08-30,26.31,NA,24.85,34.74265142
"5361",2019-09-02,25.18,NA,24.88,34.74303272
"5362",2019-09-03,25.21,NA,25,34.39944489
"5363",2019-09-04,25.51,NA,25.05,33.70501827
"5364",2019-09-05,25.53,NA,25.05,33.98339522
"5365",2019-09-06,25.09,NA,25.05,33.19725517
"5368",2019-09-09,25.02,NA,25.05,34.07398766
"5369",2019-09-10,26.71,NA,NA,32.92166226
"5370",2019-09-11,26.25,NA,NA,32.45420226
"5371",2019-09-12,26.41,NA,NA,32.22181547
"5372",2019-09-13,26.39,NA,24.8,NA
"5375",2019-09-16,27.02,NA,24.75,32.97739896
"5376",2019-09-17,26.19,NA,24.75,32.92863873
"5377",2019-09-18,25.44,NA,24.85,32.15959627
"5378",2019-09-19,25.94,NA,25,31.6998587
"5379",2019-09-20,26.52,NA,24.97,31.00297023
"5382",2019-09-23,25.79,NA,24.97,32.63708333
"5383",2019-09-24,25.53,NA,24.95,32.83432432
"5384",2019-09-25,25.2,NA,24.85,32.3045
"5385",2019-09-26,25.62,NA,24.85,32.95738528
"5386",2019-09-27,25.28,NA,24.82,31.93118119
"5389",2019-09-30,24.72,NA,24.85,31.95405693
"5390",2019-10-01,25.03,NA,24.87,NA
"5391",2019-10-02,24.19,NA,24.8,NA
"5392",2019-10-03,23.23,NA,24.8,NA
"5393",2019-10-04,22.94,NA,24.8,NA
"5396",2019-10-07,23.4,NA,24.75,NA
"5397",2019-10-08,22.52,NA,24.75,32.00884788
"5398",2019-10-09,22.66,NA,24.75,31.48301768
"5399",2019-10-10,23.25,NA,24.7,32.36928503
"5400",2019-10-11,24.45,NA,24.75,32.17351297
"5403",2019-10-14,24.15,NA,24.75,32.1324581
"5404",2019-10-15,25.72,NA,24.8,31.32133697
"5405",2019-10-16,26.31,NA,24.8,31.95282328
"5406",2019-10-17,26.06,NA,24.8,32.59254531
"5407",2019-10-18,25.87,NA,24.8,33.05740977
"5410",2019-10-21,25.93,NA,24.8,32.15979733
"5411",2019-10-22,25.65,NA,24.87,32.19818483
"5412",2019-10-23,24.75,NA,24.82,32.3693964
"5413",2019-10-24,25.43,NA,24.95,31.23195175
"5414",2019-10-25,24.97,NA,24.95,32.23466765
"5417",2019-10-28,25.11,NA,NA,31.58088881
"5418",2019-10-29,25.45,NA,25,30.2396092
"5419",2019-10-30,25.99,NA,24.95,30.52563165
"5420",2019-10-31,25.61,NA,24.97,30.06390587
"5421",2019-11-01,25.28,NA,24.97,29.49860801
"5424",2019-11-04,25.62,NA,24.95,29.95249698
"5425",2019-11-05,25.5,NA,24.95,29.69298632
"5426",2019-11-06,24.78,NA,24.97,29.4438326
"5427",2019-11-07,24.93,NA,24.95,29.6687079
"5428",2019-11-08,24.83,NA,24.95,29.13848296
"5431",2019-11-11,24.92,NA,25,28.88556117
"5432",2019-11-12,24.11,NA,24.95,27.17604373
"5433",2019-11-13,24.38,NA,24.95,30.46158815
"5434",2019-11-14,23.95,NA,24.9,29.81708645
"5435",2019-11-15,23.84,NA,24.92,29.36050907
"5438",2019-11-18,23.39,NA,24.9,29.33584615
"5439",2019-11-19,23.43,17,24.92,27.95059664
"5440",2019-11-20,24.02,NA,24.8,26.82826446
"5441",2019-11-21,23.93,NA,24.8,25.29919688
"5442",2019-11-22,24.57,NA,24.8,25.44635245
"5445",2019-11-25,24.43,NA,24.8,25.22986697
"5446",2019-11-26,24.37,NA,24.7,25.28307426
"5447",2019-11-27,25.11,NA,24.7,25.13880798
"5448",2019-11-28,25.01,NA,24.65,26.4043874
"5449",2019-11-29,25.22,NA,24.7,24.89237509
"5452",2019-12-02,24.33,NA,24.72,24.60321056
"5453",2019-12-03,24,NA,24.7,25.4300337
"5454",2019-12-04,24.74,NA,24.67,25.10784995
"5455",2019-12-05,24.69,NA,24.67,24.92717568
"5456",2019-12-06,24.94,NA,24.65,25.32959195
"5459",2019-12-09,25.13,NA,24.67,25.37482912
"5460",2019-12-10,24.94,NA,24.75,25.44912135
"5461",2019-12-11,24.48,NA,24.75,26.73603598
"5462",2019-12-12,25.07,NA,24.75,27.11196737
"5463",2019-12-13,24.02,NA,24.75,26.96411046
"5466",2019-12-16,24.86,NA,24.75,27.14682989
"5467",2019-12-17,25.92,NA,24.75,27.13674893
"5468",2019-12-18,26.44,NA,24.75,26.93366726
"5469",2019-12-19,26.71,NA,24.7,27.08657579
"5470",2019-12-20,26.53,NA,28.5,26.52369171
"5473",2019-12-23,26.41,NA,28.5,26.48296314
"5474",2019-12-24,NA,NA,28.5,26.3920545
"5475",2019-12-25,NA,NA,NA,27.21112508
"5476",2019-12-26,NA,NA,NA,26.59141852
"5477",2019-12-27,26.56,NA,28.5,27.09408741
"5480",2019-12-30,24.93,NA,28.5,27.30986725
"5481",2019-12-31,NA,NA,28.5,26.60117012
"5482",2020-01-01,NA,NA,NA,NA
"5483",2020-01-02,24.24,NA,NA,26.52239601
"5484",2020-01-03,24.86,NA,28.5,27.87741379
"5487",2020-01-06,24.13,NA,28.5,28.79943661
"5488",2020-01-07,24.45,NA,28.85,27.41156682
"5489",2020-01-08,23.97,NA,28.9,27.53135938
"5490",2020-01-09,24.58,NA,28.9,25.51994674
"5491",2020-01-10,24.11,NA,28.92,28.73997277
"5494",2020-01-13,24.05,NA,28.9,26.35215362
"5495",2020-01-14,23.76,NA,29,28.929441
"5496",2020-01-15,24.42,NA,29.08,27.38106799
"5497",2020-01-16,24.77,NA,29.15,27.54746333
"5498",2020-01-17,25.36,NA,29.15,26.63762215
"5501",2020-01-20,25.1,NA,NA,28.77032832
"5502",2020-01-21,24.85,NA,29.2,27.98253375
"5503",2020-01-22,24.94,NA,29.15,29.89310183
"5504",2020-01-23,24.62,NA,29.15,27.11599224
"5505",2020-01-24,24.31,NA,29.15,NA
"5508",2020-01-27,24.51,NA,NA,NA
"5509",2020-01-28,24.58,NA,28.95,NA
"5510",2020-01-29,23.91,NA,28.75,NA
"5511",2020-01-30,23.66,NA,28.3,NA
"5512",2020-01-31,23.8,NA,27.55,NA
"5515",2020-02-03,23.14,NA,27.55,NA
"5516",2020-02-04,23.29,NA,27.7,NA
"5517",2020-02-05,23.71,NA,27.75,NA
"5518",2020-02-06,23.5,NA,NA,NA
"5519",2020-02-07,23.27,NA,27.8,NA
"5522",2020-02-10,23.1,NA,27.8,NA
"5523",2020-02-11,23.25,NA,27.5,NA
"5524",2020-02-12,23.83,NA,26.6,NA
"5525",2020-02-13,24.34,NA,26.55,NA
"5526",2020-02-14,24.23,NA,26.3,NA
"5529",2020-02-17,24.99,NA,NA,NA
"5530",2020-02-18,25.09,NA,NA,NA
"5531",2020-02-19,25.66,17.87,26.5,NA
"5532",2020-02-20,25.59,NA,26.7,NA
"5533",2020-02-21,25.56,NA,26.75,NA
"5536",2020-02-24,24.53,NA,26.4,NA
"5537",2020-02-25,24.14,NA,26.5,NA
"5538",2020-02-26,24.23,NA,26.5,NA
"5539",2020-02-27,23.57,NA,26.3,NA
"5540",2020-02-28,23.57,NA,26.5,NA
"5543",2020-03-02,23.48,NA,NA,NA
"5544",2020-03-03,23.34,NA,26.2,NA
"5545",2020-03-04,23.79,NA,26,NA
"5546",2020-03-05,23.77,NA,26,NA
"5547",2020-03-06,23.39,NA,26,NA
"5550",2020-03-09,23.25,NA,25.7,NA
"5551",2020-03-10,24.06,NA,25.25,NA
"5552",2020-03-11,23.89,NA,25.25,NA
"5553",2020-03-12,22.5,NA,25.2,NA
"5554",2020-03-13,21.9,NA,25.2,NA
"5557",2020-03-16,19.41,NA,25.2,NA
"5558",2020-03-17,18.24,NA,24.75,NA
"5559",2020-03-18,15.23,NA,24.75,NA
"5560",2020-03-19,16.31,NA,NA,NA
"5561",2020-03-20,16.03,NA,23.25,NA
"5564",2020-03-23,15.45,NA,22.7,24.95327027
"5565",2020-03-24,16.7,NA,22.2,25.72112903
"5566",2020-03-25,17.42,NA,22.5,25.47161863
"5567",2020-03-26,17.22,NA,22.5,22.96201087
"5568",2020-03-27,16.26,NA,22.7,24.87100671
"5571",2020-03-30,16.93,NA,23.5,24.35908696
"5572",2020-03-31,17.54,NA,24,24.20629268
"5573",2020-04-01,16.95,NA,24,25.34039841
"5574",2020-04-02,17.93,NA,24.5,25.58676349
"5575",2020-04-03,17.84,NA,24.25,25.36021807
"5578",2020-04-06,20.28,NA,24.25,NA
"5579",2020-04-07,20.4,NA,24,25.34571171
"5580",2020-04-08,21.03,NA,24,25.59454867
"5581",2020-04-09,20.98,NA,24.2,25.10489777
"5582",2020-04-10,NA,NA,NA,24.97750577
"5585",2020-04-13,NA,NA,NA,25.46122867
"5586",2020-04-14,19.72,NA,24.25,25.34819444
"5587",2020-04-15,19.17,NA,24.4,25.60269321
"5588",2020-04-16,20.84,NA,24.5,25.29439024
"5589",2020-04-17,21.62,NA,24.5,25.32485825
"5592",2020-04-20,21.29,NA,24.57,24.49348564
"5593",2020-04-21,19.78,NA,24.5,25.85919355
"5594",2020-04-22,20.57,NA,24.55,25.76018454
"5595",2020-04-23,20.94,NA,NA,24.69945559
"5596",2020-04-24,20.66,NA,NA,25.381219
"5599",2020-04-27,20.2,NA,NA,24.74386791
"5600",2020-04-28,20.13,NA,24.5,27.57667889
"5601",2020-04-29,20.11,NA,24.5,25.32650805
"5602",2020-04-30,19.5,NA,24.52,25.76183799
"5603",2020-05-01,NA,NA,24.57,NA
"5606",2020-05-04,19.28,NA,24.6,NA
"5607",2020-05-05,19.02,NA,24.6,NA
"5608",2020-05-06,18.92,NA,24.6,25.05346195
"5609",2020-05-07,19.46,NA,24.6,25.53872076
"5610",2020-05-08,19.26,NA,24.65,25.07402381
"5613",2020-05-11,18.98,NA,24.67,25.19374209
"5614",2020-05-12,18.43,NA,24.7,25.15346574
"5615",2020-05-13,18.58,NA,24.75,25.58888187
"5616",2020-05-14,18.76,NA,24.85,25.60827562
"5617",2020-05-15,19.09,NA,25,25.39317434
"5620",2020-05-18,20.26,NA,24.95,25.27825531
"5621",2020-05-19,19.91,NA,25,25.55833735
"5622",2020-05-20,21.19,16.68,25.02,25.88752609
"5623",2020-05-21,21.11,NA,25.05,25.64198836
"5624",2020-05-22,21.33,NA,25,25.39779553
"5627",2020-05-25,21.52,NA,25.05,25.57747336
"5628",2020-05-26,21.52,NA,25,25.59246664
"5629",2020-05-27,21.24,NA,25.1,25.2017685
"5630",2020-05-28,21.17,NA,25.05,25.2137923
"5631",2020-05-29,21.32,NA,25.05,25.26842336
"5634",2020-06-01,20.89,NA,NA,25.61571484
"5635",2020-06-02,21.99,NA,26,25.01920854
"5636",2020-06-03,22,NA,28,24.26368421
"5637",2020-06-04,22.13,NA,28.5,25.54553674
"5638",2020-06-05,23.16,NA,29,25.3244794
"5641",2020-06-08,22.64,NA,29.5,24.52098387
"5642",2020-06-09,22.41,NA,30.75,25.28603455
"5643",2020-06-10,22.84,NA,31.4,24.6029975
"5644",2020-06-11,22.2,NA,32,24.84792911
"5645",2020-06-12,21.93,NA,31.85,25.36268108
"5648",2020-06-15,22.09,NA,NA,25.16546281
"5649",2020-06-16,22.71,NA,30.82,24.86430577
"5650",2020-06-17,22.69,NA,30,25.12587342
"5651",2020-06-18,24.4,NA,30.1,24.64346933
"5652",2020-06-19,24.09,NA,31,24.74476364
"5655",2020-06-22,24.47,NA,31,25.1692815
"5656",2020-06-23,25.35,NA,31,24.91163067
"5657",2020-06-24,25.33,NA,31.4,25.12467725
"5658",2020-06-25,25.1,NA,31.9,NA
"5659",2020-06-26,24.66,NA,31.8,NA
"5662",2020-06-29,26.55,NA,31.9,25.13585817
"5663",2020-06-30,26.9,NA,32.1,25.89217387
"5664",2020-07-01,27.63,NA,32.25,26.04211958
"5665",2020-07-02,27.3,NA,32.25,25.76265863
"5666",2020-07-03,27.84,NA,32.25,27.41337015
"5669",2020-07-06,29.63,NA,32.25,28.04648499
"5670",2020-07-07,29.32,NA,32.4,28.33330054
"5671",2020-07-08,29.24,NA,NA,28.45892847
"5672",2020-07-09,28.54,NA,NA,26.96650505
"5673",2020-07-10,28.94,NA,32.2,26.7213296
"5676",2020-07-13,29.27,NA,31.75,29.06251395
"5677",2020-07-14,29.56,NA,31.85,27.64204635
"5678",2020-07-15,28.76,NA,32.25,27.44849408
"5679",2020-07-16,26.52,NA,32.5,27.47219428
"5680",2020-07-17,27.74,NA,32.75,27.65925381
"5683",2020-07-20,26.09,NA,32.75,27.69171089
"5684",2020-07-21,26.54,NA,NA,27.73817436
"5685",2020-07-22,26.56,NA,33.15,27.72893001
"5686",2020-07-23,27.25,NA,33.45,27.79276031
"5687",2020-07-24,26.29,NA,33.1,27.82275608
"5690",2020-07-27,24.93,NA,33.1,27.7744442
"5691",2020-07-28,25.66,NA,33.15,27.81391156
"5692",2020-07-29,26.11,NA,33.6,27.80577287
"5693",2020-07-30,25.48,NA,34.1,27.82840364
"5694",2020-07-31,26.21,NA,34.1,27.8096729
"5697",2020-08-03,26.05,NA,34.05,27.7781069
"5698",2020-08-04,26.76,NA,34.05,27.77337931
"5699",2020-08-05,26.7,NA,33.95,27.66653412
"5700",2020-08-06,26.32,NA,33.92,27.67493083
"5701",2020-08-07,26.35,NA,33.5,27.79558087
"5704",2020-08-10,26.64,NA,33.4,27.79525544
"5705",2020-08-11,26.14,NA,33.57,27.70680977
"5706",2020-08-12,25.91,NA,33.6,27.77088045
"5707",2020-08-13,25.36,NA,33.95,27.78844189
"5708",2020-08-14,25.42,NA,33.95,27.70706469
"5711",2020-08-17,26.25,NA,33.9,27.68028752
"5712",2020-08-18,26.49,16.68,33.9,27.73217966
"5713",2020-08-19,26.19,NA,33.9,29.1267123
"5714",2020-08-20,25.87,NA,NA,29.03425219
"5715",2020-08-21,25.61,NA,33.85,29.04577663
"5718",2020-08-24,27.45,NA,33.88,28.96365719
"5719",2020-08-25,28.59,NA,34.04,28.98617258
"5720",2020-08-26,28.59,NA,34,29.44039229
"5721",2020-08-27,28.34,NA,34.05,29.00527973
"5722",2020-08-28,29.49,NA,NA,28.86020111
"5725",2020-08-31,28.63,NA,34.12,28.49198797
"5726",2020-09-01,27.72,NA,34.12,28.97116518
"5727",2020-09-02,28.2,NA,34.08,28.74506681
"5728",2020-09-03,28.71,NA,34,28.88994482
"5729",2020-09-04,27.32,NA,34,28.88957187
"5732",2020-09-07,27.03,NA,34,28.75756861
"5733",2020-09-08,26.76,NA,34,28.80402527
"5734",2020-09-09,27.18,NA,34.25,28.60536157
"5735",2020-09-10,28.38,NA,34.25,28.9293819
"5736",2020-09-11,28.24,NA,34.3,28.98657925
"5739",2020-09-14,30.44,NA,34.5,29.03239291
"5740",2020-09-15,29.76,NA,35,28.80205793
"5741",2020-09-16,29.95,NA,35,28.72197376
"5742",2020-09-17,28.4,NA,35.05,28.89548206
"5743",2020-09-18,27.97,NA,35.05,28.89286054
"5746",2020-09-21,26.38,NA,35.07,28.972303
"5747",2020-09-22,27.82,NA,35.05,29.05534652
"5748",2020-09-23,26.48,NA,35.05,29.03551966
"5749",2020-09-24,26.77,NA,35.05,29.37390377
"5750",2020-09-25,26.14,NA,35.05,29.24373421
"5753",2020-09-28,27.69,NA,35.05,29.24147152
"5754",2020-09-29,26.75,NA,35.02,29.50950017
"5755",2020-09-30,26.9,NA,35,29.44392459
"5756",2020-10-01,26.48,NA,34.95,NA
"5757",2020-10-02,27,NA,34.85,NA
"5760",2020-10-05,26.91,NA,34.85,NA
"5761",2020-10-06,26.76,NA,34.7,NA
"5762",2020-10-07,26.87,NA,34.75,NA
"5763",2020-10-08,26.32,NA,34.8,NA
"5764",2020-10-09,25.71,NA,34.85,27.41817926
"5767",2020-10-12,25.87,NA,34.85,28.41614684
"5768",2020-10-13,25.22,NA,34.85,28.40409344
"5769",2020-10-14,25.75,NA,34.95,28.70199389
"5770",2020-10-15,24.97,NA,34.95,29.30067729
"5771",2020-10-16,24.9,NA,NA,28.576367
"5774",2020-10-19,24.99,NA,34.95,28.71948522
"5775",2020-10-20,24.41,NA,35.05,28.91774035
"5776",2020-10-21,23.56,NA,35.05,29.08633442
"5777",2020-10-22,24.18,NA,35.15,29.03947013
"5778",2020-10-23,25.49,NA,35.05,28.97729529
"5781",2020-10-26,23.85,NA,NA,28.90700423
"5782",2020-10-27,24.07,NA,35.05,28.87581463
"5783",2020-10-28,23.03,NA,35.1,29.01791922
"5784",2020-10-29,23.66,NA,35.12,29.09554616
"5785",2020-10-30,23.69,NA,35.1,31.56384699
"5788",2020-11-02,23.66,NA,NA,28.93888483
"5789",2020-11-03,24.37,NA,NA,27.54358772
"5790",2020-11-04,25.1,NA,NA,27.45048312
"5791",2020-11-05,25.98,NA,35.12,27.00285983
"5792",2020-11-06,25.43,NA,35.12,29.68119891
"5795",2020-11-09,26.55,NA,35.12,28.72038054
"5796",2020-11-10,26.22,NA,NA,27.26564883
"5797",2020-11-11,26.12,NA,35.22,28.71430688
"5798",2020-11-12,25.92,NA,35.22,28.42174877
"5799",2020-11-13,26.29,NA,35.3,28.71626692
"5802",2020-11-16,27.38,NA,35.4,29.14572269
"5803",2020-11-17,26.64,16.93,35.5,27.62878979
"5804",2020-11-18,27.19,NA,35.8,27.96444758
"5805",2020-11-19,26.35,NA,35.8,28.05221169
"5806",2020-11-20,26.74,NA,35.8,27.93322574
"5809",2020-11-23,27.25,NA,NA,27.43640712
"5810",2020-11-24,27.63,NA,35.8,26.9557306
"5811",2020-11-25,27.62,NA,35.75,27.57081811
"5812",2020-11-26,28.1,NA,35.8,27.92032016
"5813",2020-11-27,28.13,NA,35.8,28.1740612
"5816",2020-11-30,29.13,NA,35.8,27.68511919
"5817",2020-12-01,28.85,NA,35.8,27.49467986
"5818",2020-12-02,29.54,NA,35.8,28.25169212
"5819",2020-12-03,28.99,NA,36.25,27.68996999
"5820",2020-12-04,30.11,NA,36.6,27.6563848
"5823",2020-12-07,29.62,NA,37.2,28.60805327
"5824",2020-12-08,29.57,NA,37.5,27.74924847
"5825",2020-12-09,29.7,NA,38,27.91714128
"5826",2020-12-10,30.9,NA,38.05,27.4131428
"5827",2020-12-11,30.52,NA,38,27.71610348
"5830",2020-12-14,30.81,NA,37.8,27.38819736
"5831",2020-12-15,32.01,NA,37.6,27.77264016
"5832",2020-12-16,31.61,NA,37.6,27.74954129
"5833",2020-12-17,31.8,NA,37.6,26.1704246
"5834",2020-12-18,30.94,NA,37.65,27.19110541
"5837",2020-12-21,30.76,NA,37.65,27.70695024
"5838",2020-12-22,31.01,NA,37.62,26.58595646
"5839",2020-12-23,31.77,NA,37.6,26.65711648
"5840",2020-12-24,NA,NA,37.55,27.06947415
"5841",2020-12-25,NA,NA,NA,28.29148107
"5844",2020-12-28,33.28,NA,NA,27.67423139
"5845",2020-12-29,32.86,NA,37.55,27.93398998
"5846",2020-12-30,32.04,NA,37.55,28.01305564
"5847",2020-12-31,32.04,NA,37.55,27.30253289
"5848",2021-01-01,NA,NA,NA,NA
"5851",2021-01-04,33.54,NA,NA,28.364
"5852",2021-01-05,32.82,NA,37.67,28.35
"5853",2021-01-06,33.5,NA,37.67,28.34
"5854",2021-01-07,34.64,NA,37.67,28.31856208
"5855",2021-01-08,34.79,NA,37.67,27.81104087
"5858",2021-01-11,34.42,NA,37.67,27.70757422
"5859",2021-01-12,34.54,NA,37.95,27.98
"5860",2021-01-13,33.55,NA,38.2,27.76897441
"5861",2021-01-14,33.42,NA,38.4,27.99
"5862",2021-01-15,31.64,NA,38.45,28.46029674
"5865",2021-01-18,31.53,NA,38.2,28.84
"5866",2021-01-19,33,NA,38.4,27.88131579
"5867",2021-01-20,32.82,NA,38.4,27.02878049
"5868",2021-01-21,34.02,NA,38.32,27.08155451
"5869",2021-01-22,34.15,NA,38.4,27.53337748
"5872",2021-01-25,33.08,NA,NA,28.48
"5873",2021-01-26,33.27,NA,38.4,28.86
"5874",2021-01-27,33.2,NA,38.5,31.66
"5875",2021-01-28,33.89,NA,38.5,28.56833333
"5876",2021-01-29,32.89,NA,38.6,26.56056689
"5879",2021-02-01,32.81,NA,NA,30.99
"5880",2021-02-02,34.93,NA,39.6,29.72925842
"5881",2021-02-03,37.38,NA,39.5,27.24210339
"5882",2021-02-04,37.21,NA,39.5,26.95856436
"5883",2021-02-05,38.15,NA,39.4,28.56652174
"5886",2021-02-08,38.56,NA,NA,28.99
"5887",2021-02-09,38.21,NA,39.1,26.8860263
"5888",2021-02-10,39.29,NA,39.1,29.35
"5889",2021-02-11,38.71,NA,39.1,NA
"5890",2021-02-12,39.97,NA,39.1,NA
"5893",2021-02-15,39.47,NA,39.2,NA
"5894",2021-02-16,38.82,NA,39.2,NA
"5895",2021-02-17,38.06,17.8,39.2,NA
"5896",2021-02-18,38.28,NA,39.2,32.28
"5897",2021-02-19,37.37,NA,39.2,34.42666667
"5900",2021-02-22,37.92,NA,39.3,33.21483827
"5901",2021-02-23,38.61,NA,39.2,32.14721266
"5902",2021-02-24,39.09,NA,39.2,32.94504854
"5903",2021-02-25,38.2,NA,39,32.99214286
"5904",2021-02-26,37.22,NA,39.02,29.97919272
"5907",2021-03-01,37.07,NA,39.05,27.93340708
"5908",2021-03-02,38.29,NA,38.92,32.84238095
"5909",2021-03-03,37.41,NA,39,29.72303106
"5910",2021-03-04,38.1,NA,38.8,32.67810881
"5911",2021-03-05,38.95,NA,38.9,29.56471852
"5914",2021-03-08,39.07,NA,38.97,31.43857143
"5915",2021-03-09,40.57,NA,38.9,29.10985075
"5916",2021-03-10,41.47,NA,38.9,31.05429719
"5917",2021-03-11,41.85,NA,38.75,33.42727273
"5918",2021-03-12,42.77,NA,38.7,34.32735915
"5921",2021-03-15,42.3,NA,38.7,32.12266323
"5922",2021-03-16,41.47,NA,38.7,30.86360187
"5923",2021-03-17,42.85,NA,37.25,31.79962617
"5924",2021-03-18,42.28,NA,37.25,28.13321234
"5925",2021-03-19,41.85,NA,37.2,30.34622951
"5928",2021-03-22,42.72,NA,37.07,30.34861373
"5929",2021-03-23,41.32,NA,36.95,35.08
"5930",2021-03-24,41.49,NA,37,34.53894614
"5931",2021-03-25,40.25,NA,37,29.41056245
"5932",2021-03-26,41.63,NA,37,30.24157895
"5935",2021-03-29,41.75,NA,37,29.91768995
"5936",2021-03-30,41.95,NA,36.9,28.95887079
"5937",2021-03-31,42.45,NA,36.9,28.51015129
"5938",2021-04-01,42.38,NA,37,29.36996904
"5939",2021-04-02,NA,NA,NA,28.77441441
"5942",2021-04-05,NA,NA,NA,NA
"5943",2021-04-06,44.15,NA,37.02,28.71546293
"5944",2021-04-07,43.76,NA,36.95,29.69375
"5945",2021-04-08,43.37,NA,37,30.01209302
"5946",2021-04-09,43.55,NA,37,33.96
"5949",2021-04-12,44.33,NA,37.15,30.92284367
"5950",2021-04-13,43.69,NA,37.25,30.2
"5951",2021-04-14,43.74,NA,37.3,28.83633476
"5952",2021-04-15,44.26,NA,37.3,29.32015152
"5953",2021-04-16,44.35,NA,37.32,30.14571429
"5956",2021-04-19,43.82,NA,37.3,29.06745785
"5957",2021-04-20,44.99,NA,37.3,29.20169591
"5958",2021-04-21,45.81,NA,37.3,30.2047619
"5959",2021-04-22,47,NA,37.5,29.14915109
"5960",2021-04-23,46.87,NA,37.6,29.64137931
"5963",2021-04-26,47.11,NA,NA,28.95486516
"5964",2021-04-27,47.2,NA,37.55,29.95206845
"5965",2021-04-28,47.69,NA,37.45,29.17645793
"5966",2021-04-29,47.91,NA,37.47,29.02828556
"5967",2021-04-30,NA,NA,37.52,26.97141851
"5970",2021-05-03,49.32,NA,37.5,NA
"5971",2021-05-04,48.5,NA,37.5,NA
"5972",2021-05-05,49.32,NA,37.45,NA
"5973",2021-05-06,49.82,NA,37.4,30.95311181
"5974",2021-05-07,50.33,NA,37.4,29.29026178
"5977",2021-05-10,52.1,NA,37.35,30.67234063
"5978",2021-05-11,52.91,NA,37.25,30.14268722
"5979",2021-05-12,55.17,NA,37.2,31.25377551
"5980",2021-05-13,54.34,NA,37,29.36611429
"5981",2021-05-14,56.5,NA,37,30.07625202
"5984",2021-05-17,56.16,NA,37.25,29.63744835
"5985",2021-05-18,52.9,NA,37.07,29.91408756
"5986",2021-05-19,49.55,18.8,36.97,30.40756757
"5987",2021-05-20,52.58,NA,37.05,30.93105058
"5988",2021-05-21,51.65,NA,37.05,29.14133358
"5991",2021-05-24,52.68,NA,36.55,32.02311789
"5992",2021-05-25,53.23,NA,36.65,30.36373163
"5993",2021-05-26,53.59,NA,36.75,30.16748933
"5994",2021-05-27,51.76,NA,37.05,30.21362863
"5995",2021-05-28,50.95,NA,37,30.14078984
"5998",2021-05-31,51.61,NA,37,30.29689361
"5999",2021-06-01,52.31,NA,37.4,33.96403601
"6000",2021-06-02,51.3,NA,37.6,29.08551555
"6001",2021-06-03,50.17,NA,37.9,30.27834278
"6002",2021-06-04,49.9,NA,38.1,30.31668329
"6005",2021-06-07,51.39,NA,NA,30.35544841
"6006",2021-06-08,52.1,NA,39.2,27.34385367
"6007",2021-06-09,53.43,NA,40.15,32.21099455
"6008",2021-06-10,53.7,NA,40.15,30.7744616
"6009",2021-06-11,52.59,NA,40.35,31.38155552
"6012",2021-06-14,52.81,NA,40.6,NA
"6013",2021-06-15,51.31,NA,40.85,31.51653812
"6014",2021-06-16,51.25,NA,41.2,30.82703107
"6015",2021-06-17,50.82,NA,41.3,31.12545438
"6016",2021-06-18,51.81,NA,41.05,31.93660218
"6019",2021-06-21,52.33,NA,40.97,35.19170067
"6020",2021-06-22,53.32,NA,40.9,31.04825858
"6021",2021-06-23,54.56,NA,43.25,32.83009174
"6022",2021-06-24,54.99,NA,43.6,31.04682021
"6023",2021-06-25,54.95,NA,43.1,31.40964368
"6026",2021-06-28,55.4,NA,43.35,31.44786478
"6027",2021-06-29,55.54,NA,43.45,32.33717668
"6028",2021-06-30,56.25,NA,43.47,33.0175897
"6029",2021-07-01,57.52,NA,44,32.99
"6030",2021-07-02,57.24,NA,44.35,32.04
"6033",2021-07-05,57.76,NA,44.75,31.81
"6034",2021-07-06,53.91,NA,45.25,31.9
"6035",2021-07-07,52.5,NA,46,33.09
"6036",2021-07-08,52.24,NA,47.5,31.54
"6037",2021-07-09,54.17,NA,47.8,32.14
"6040",2021-07-12,51.62,NA,48.05,30.19
"6041",2021-07-13,52.77,NA,47.7,31.78
